ImgId,title,description,categories
8805000906,LCD AC Stainless Steel Platform Digital Precision 440lbs Postal Shipping Weight Scale for Pet Floor Bench Postal Platform Vet Animal,"This brand new Digital Postal Platform Scale at a reasonable price with the inner precise electronic device, digit LCD display. This digital scale can help you with quick and precise weighing with 4 easy-to-use buttons. Providing 4 Modes of Measurement, it is perfect for both commercial home use, widely suitable for post office, food industry, electronics, mines, medical industry, agriculture and textiles, etc.Feature:* Removable display can be moved around freely with the scale for flexible weighing.* The mounting bracket of display to be installed on wall.* Stainless Steel Platform to place item for weigh.* 200kg/440 lbs/7055oz Max weight capacity.* On/Off, Hold, Mode and Tare Buttons for easy use.* Hold key to keep the weighing value.* Tare key to measure the net weight of the items.* There kinds of selectable Modes/Units: Gram, Ounce and Pound.* Come with a 110v AC/DC Adapter with US standard plug.* You can also use the scale with four 1.5v AA batteries. (Batteries are not included)* The digital scale will turn off automatically within 5 minutes of inactivity when use with batteries for saving electricity.* When use with adapter, you can turn the scale off by pressing the ON/OFF key easily.* Skid proof feet for table use.* Perfect for postal or kitchen use.Specifications:Capacity & Accuracy:Unit	:  Capacity: 	Accuracy:Kilogram	:  200g	:    +/- 0.1gPound:     440 lbs :    +/- 0.1 lbOunce:	7055oz	: +/- 3.5ozPlatform Size:	 15"" L x 11-3/4"" W x 1-1/8"" HDisplay Size:	6-7/8"" L x 1-1/4"" W x 3-5/8"" HMounting Bracket Size:	7"" L x 1-3/8"" W x 2-3/8"" HElastic Power Cable Length:	51 inch - 112 inchPackage Includes:*   1 x Digital Precision Scale*   1 x Power Adapter*   1 x Instruction",Office Products
B0002JTD1Q,Pyramid PS12KX 12 Amp 13.8V Power Supply,"The PS12KX is perfect for home, shop and hobbyist. It powers 12V DC Devices such as Cellular Phones, CB Radios, Scanners, HAM Radios, Auto sound Systems,etc. The built-in cooling fan keeps everything cool and the power flowing. With crowbar over voltage protection and short circuit & thermal protection this is the safest way to get impressive amounts of power.",Automotive
B0001IWZX6,Kitchen Craft Stainless Steel Ceramic Hob Scraper,"Professional hob scraper for use on ceramic hobs. Includes two spare double sided blades stored within the handle. Easy and comfortable to use for effective cleaning. Additional spare blades available separately.

&#x2022;Dishwasher safe when blades are removed.","Patio, Lawn & Garden"
B0063NSO6U,LCD Screen Display Replacement For Samsung PL120 ST90 ST91,"* Accessory ONLY, camera not included!* Backlight is includedNote: Our company is not responsible for any damage caused by installation of this accessory.package content:1x LCD Screen Display For SAMSUNG PL120",All Electronics
1589780930,Gloom: Unwelcome Guests,"The expansion adds one player and 55 cards to the game. Here is a description of the expansion from the publisher: In the Gloom card game, you make your eccentric family of misfits suffer the greatest tragedies possible before helping them pass on to the well-deserved respite of death. Just mix the 55 transparent cards in this new set together with your copy of Gloom to add morbid new Modifiers, Events, and Untimely Deaths, and a new family - the malodorous Malone mob - including The Broken Arms Hotel as a Residence card to use with the Unhappy Homes expansion. When Boils Malone brought his family overseas to ""get away from the heat,"" he wasn't expecting quite so much rain. Adding an extra level of strategy, new persistent effect icons on cards allow their special effects to continue to be active even if covered by another card. A persistent effect ends only when the attached character is killed. Also inside are five Unwelcome Guest cards. Deal one or more face up to the table's center at the start of the game. Guests ""follow"" the card types noted on them, no matter where it currently is, a living Guest immediately moves to join the family of the character on which one of its ""trigger"" cards is played. All its Modifiers are moved with it, and it's considered a member of that family until it moves again. This may delay the game's end if a final play draws a Guest to the near-winner's family.",Toys & Games
B0000683O5,"CoverGirl Lipslicks Lip Gloss, Clear - .14 oz","Hint of ShimmerSheer Shimmer, High Shine!Helps protect lips from the elements.Lipslicks sheer natural color with shimmering shine also helps condition lips, keeping them smooth, fresh and healthy looking.Pro Tip:&nbsp; Use Lipslicks alone for a natural look, or over lipstick for a shine boost.Made in USA",Beauty
B0002NIJ8A,Chroma Graphics 9313 Chevrolet Red Bowtie Domed Decal - 2 Piece,Red Bowties (Small Dome),Automotive
B00004TZFP,FP1 Koskin Stereo Faceplate Case,"Carry your stereo faceplate or cell phone in this attractive case from Case Logic. Constructed from high-quality Koskin with foam padding for extra protection, this case lets you take your stereo faceplate with you when you leave your car. Lighter and much slimmer than standard hard cases often packaged with CD players, the Case Logic Stereo Faceplate Case can fit more easily in a wider variety of spaces and simply looks better than bulky hard cases.",Electronics
B0029EV6BW,Dr. Bronner's Castile Liquid Soap Organic Almond Gal,Save on dr bronner's 1x gal almond castile soapnothing brings the warmth and coziness of home and hearth into your shower like our heavenly almond scent. All oils and essential oils are certified to the national standards program. Packaged in 100% post-consumer recycled plastic bottles.: (note: this product description is informational only. Always check the actual product label in your possession for the most accurate ingredient information before use. For any health or dietary related matter always consult your doctor before use.),All Beauty
B00002N5PE,MARSHALLTOWN The Premier Line B5 60 5-Foot Threaded Aluminum Handle Sections,"Made of light, yet rigid magnesium. The large threads can be combined with similar handles made by others. WARNING: When using handle extensions, always avoid contact with electrical power lines or any electric source.",Tools & Home Improvement
B000HJ97D0,Vista Solution CB41 Humidifier Filter,"Humidifier Filter - Replaces Bemis model - Type: Wick filter, Model Compatability: Fits all consoles, Humidifier Type: Console",Appliances
B00004U0E8,Minox ECX Subminiature 8 x 11mm Camera Set,"The world's smallest camera comes packaged as a set and includes the Minox ECX flash with guide number 12 (ISO 100/21 degrees), battery, strap, and film. Without compromise to optical performance, this camera controls all of the required functions automatically. Using high-strength plastics reinforced with glass fiber, the weight is kept to a tiny 2 ounces.",Electronics
B0000225V6,Freud LU85R008 8-Inch 64 Tooth ATB Ultimate Cut-Off Saw Blade with 5/8-Inch Arbor and PermaShield Coating,"The 8-inch Freud LU85R008 Ultimate Cut-Off Saw Blade delivers fast, accurate crosscuts and leaves glass-smooth finishes that eliminate the need for sanding. Featuring 64 teeth with alternating bevels and TiCo high-density carbide tips, a unique side-grind setup that polishes material as you cut through it, and Freud's insulating, Perma-SHIELD coating, this blade is built to deliver top results over the long haul.LU85R008 Ultimate Cut-Off Saw BladeAt a Glance:Ideal for smooth crosscuts in materials that are 1/4 to 1-5/8 inches thickHeavy-duty plate with laser-cut, anti-vibration slotsTough Perma-Shield coating reduces friction and heat buildupTechnical Specs:CoatingPerma-SHIELDDiameter8""Teeth64 ATBArbor5/8""Kerf (K).116Plate (P).098Depth of CutUnique Side Grindpolishes the material to produce a superior finishLaser-Cut Anti-Vibration Slotsdrastically reduce vibration and sideways movement in the cut extending blade life, and giving a crisp, flawless finishATB Teeth with Side-Grinding for Glass-Smooth FinishesThis cut-off blade's 64-tooth alternating-top-bevel (ATB) configuration features teeth that face both left and right--a versatile setup that's ideal for crosscuts in hard- and softwood, as well as general use. And thanks to the unique side-grind on each tooth, the blade smoothes work surfaces as it cuts through them. This leaves you with a super-smooth, high-quality finish that doesn't need to be sanded down.This blade is designed for optimal performance when crosscutting wood that is 1/4 to 1-5/8 inches thick, or when cutting chipboard and plywood that is less than 1-inch thick. The blade can also handle ripping wood and working with laminate, and it can tackle thinner or thicker materials. However, some loss of surface finish may occur when it is used outside its ideal range. It has a 5/8-inch arbor and produces a 0.116 kerf.Well-Balanced, Anti-Vibration DesignThis Freud blade is precision balanced and pretensioned for truer cuts under heavy loads. It also features laser-cut, anti-vibration slots that reduce chatter for a cleaner finish, longer blade life, and reduced noise while you work. And because the entire blade is laser cut from high-strength steel, you can trust that it will stay stable, flat, and true, even after prolonged use. Furthermore, this well-balanced, anti-vibration design means there's no need to use add-on stabilizers with this blade.High-Density Carbide for Maximum Cutting PerformanceThis cut-off saw blade's 64 teeth are finished with tips made from Freud's application-specific TiCo high-density carbide ""crosscut blend."" Formulated to help the blade maintain a sharp cutting edge in the face of demanding crosscut applications, this blend is extra hard--due to including more high-density tungsten carbide than other TiCo blends--and it still offers the full mix of improved corrosion resistance, heat resistance, and impact resistance that you expect from TiCo.With teeth that start out sharper and deliver improved edge retention, the blade can go longer between sharpening, and will hold up longer--saving you time and money.Perma-SHIELD Coating Reduces Friction and Heat BuildupBuilt to withstand tough use in less-than-ideal conditions, this blade is finished with Freud's red Perma-SHIELD--a non-stick coating that reduces friction and nearly eliminates the heat buildup that excess friction can cause. By providing complete thermal insulation, this coating protects your tools and your work surface. And it resists binding when the blade is used for large-volume cutting applications, which reduces blade warp.As a lubricating feature, Perma-SHIELD allows the blade to spin freely while reducing stress on the motor and carriage of your saw. In addition, this coating helps prevent debris collection and resin or ""pitch"" buildup. Since gummy pitch buildup causes extra drag on the motor of your saw, less buildup is another little convenience that translates into longer tool life and longer blade life. It also means less downtime for blade cleaning, so you get jobs done faster.This industrial saw blade is backed by Freud's limited lifetime warranty.About Freud: A History of Innovative ManufacturingAn industry leader for more than 50 years, Freud America, Inc. is a manufacturer and marketer of superior carbide cutting tools for the woodworking industry. Freud is one of the few manufacturers of woodworking tools in the world that produces its own MicroGrain Carbide with Titanium, called TiCo, a high-density combination of Titanium and Cobalt.By producing their own carbide, Freud has the unique ability to formulate each tool for each specific application, thereby maximizing the cutting life and performance of the tool. Freud's full line of high-quality, woodworking tools includes saw blades, router bits, shaper cutters, power tools, and more.What's in the BoxFreud LU85R008 Ultimate Cut-Off Saw Blade with Perma-SHIELD--8-inch diameter, 5/8-inch arbor, 64-tooth design.",Tools & Home Improvement
